שם תחנה,מספר תחנה,תאריך,טמפרטורת מקסימום(C°),טמפרטורת מינימום(C°),משך זהירת שמש(דקות)
ירושלים מרכז                                      ,6771,03-04-1998,19.2,8.3,-
ירושלים מרכז                                      ,6771,04-04-1998,12.7,7.2,-
ירושלים מרכז                                      ,6771,05-04-1998,16.6,7.5,-
ירושלים מרכז                                      ,6771,06-04-1998,21.9,10.5,-
ירושלים מרכז                                      ,6771,07-04-1998,21.5,12.8,-
ירושלים מרכז                                      ,6771,08-04-1998,20.7,11.2,-
ירושלים מרכז                                      ,6771,09-04-1998,25.8,12.8,-
ירושלים מרכז                                      ,6771,10-04-1998,29.0,18.4,-
ירושלים מרכז                                      ,6771,11-04-1998,30.6,20.4,-
ירושלים מרכז                                      ,6771,12-04-1998,32.0,21.6,-
ירושלים מרכז                                      ,6771,13-04-1998,34.7,23.8,-
ירושלים מרכז                                      ,6771,14-04-1998,34.4,26.2,-
ירושלים מרכז                                      ,6771,15-04-1998,34.2,26.0,-
ירושלים מרכז                                      ,6771,16-04-1998,29.0,16.9,-
ירושלים מרכז                                      ,6771,17-04-1998,25.9,14.5,-
ירושלים מרכז                                      ,6771,18-04-1998,22.6,13.4,-
ירושלים מרכז                                      ,6771,19-04-1998,22.8,13.5,-
ירושלים מרכז                                      ,6771,20-04-1998,20.4,11.3,-
ירושלים מרכז                                      ,6771,21-04-1998,16.1,9.4,-
ירושלים מרכז                                      ,6771,22-04-1998,15.4,8.9,-
ירושלים מרכז                                      ,6771,23-04-1998,16.7,9.0,-
ירושלים מרכז                                      ,6771,24-04-1998,21.2,8.6,-
ירושלים מרכז                                      ,6771,25-04-1998,20.9,15.7,-
ירושלים מרכז                                      ,6771,26-04-1998,20.3,12.5,-
ירושלים מרכז                                      ,6771,27-04-1998,15.9,10.9,-
ירושלים מרכז                                      ,6771,28-04-1998,19.7,10.9,-
ירושלים מרכז                                      ,6771,29-04-1998,23.0,12.0,-
ירושלים מרכז                                      ,6771,30-04-1998,21.9,12.1,-
ירושלים מרכז                                      ,6771,01-05-1998,25.7,13.4,-
ירושלים מרכז                                      ,6771,02-05-1998,29.1,16.6,-
ירושלים מרכז                                      ,6771,03-05-1998,31.8,20.1,-
ירושלים מרכז                                      ,6771,04-05-1998,35.1,22.8,-
ירושלים מרכז                                      ,6771,05-05-1998,33.3,25.4,-
ירושלים מרכז                                      ,6771,06-05-1998,34.0,25.7,-
ירושלים מרכז                                      ,6771,07-05-1998,29.9,21.1,-
ירושלים מרכז                                      ,6771,08-05-1998,32.8,21.7,-
ירושלים מרכז                                      ,6771,09-05-1998,29.4,17.3,-
ירושלים מרכז                                      ,6771,10-05-1998,23.8,15.2,-
ירושלים מרכז                                      ,6771,11-05-1998,21.8,13.1,-
ירושלים מרכז                                      ,6771,12-05-1998,20.7,13.9,-
ירושלים מרכז                                      ,6771,13-05-1998,18.7,12.2,-
ירושלים מרכז                                      ,6771,14-05-1998,18.8,11.5,-
ירושלים מרכז                                      ,6771,15-05-1998,16.9,12.8,-
ירושלים מרכז                                      ,6771,16-05-1998,23.3,12.1,-
ירושלים מרכז                                      ,6771,17-05-1998,31.0,17.4,-
ירושלים מרכז                                      ,6771,18-05-1998,32.3,15.3,-
ירושלים מרכז                                      ,6771,19-05-1998,19.6,13.1,-
